postcode,dwelling types,number of bedrooms,rent
2033,Townhouse,3 Bedrooms,
2033,Townhouse,4 or more Bedrooms,
2033,Flat/Unit,Total,705
2033,Flat/Unit,Bedsitter,
2033,Flat/Unit,1 Bedroom,580
2033,Flat/Unit,Not Specified,690
2033,Flat/Unit,2 Bedrooms,775
2033,Flat/Unit,3 Bedrooms,1150
2033,Flat/Unit,4 or more Bedrooms,
2034,Total,Total,875
2034,Total,Bedsitter,
2034,Total,1 Bedroom,678
2034,Total,Not Specified,805
2034,Total,2 Bedrooms,863
2034,Total,3 Bedrooms,1300
2034,Total,4 or more Bedrooms,2160
2034,House,Total,950
2034,House,Bedsitter,
2034,House,1 Bedroom,
2034,House,Not Specified,825
2034,House,2 Bedrooms,
2034,House,3 Bedrooms,
2034,House,4 or more Bedrooms,
2034,Other,Total,
2034,Other,Bedsitter,
2034,Other,1 Bedroom,
2034,Other,Not Specified,
2034,Other,2 Bedrooms,
2034,Other,3 Bedrooms,
2034,Other,4 or more Bedrooms,
2034,Townhouse,Total,
2034,Townhouse,1 Bedroom,
2034,Townhouse,Not Specified,
2034,Townhouse,2 Bedrooms,
2034,Townhouse,3 Bedrooms,
2034,Townhouse,4 or more Bedrooms,
2034,Flat/Unit,Total,850
2034,Flat/Unit,Bedsitter,
2034,Flat/Unit,1 Bedroom,690
2034,Flat/Unit,Not Specified,780
2034,Flat/Unit,2 Bedrooms,860
2034,Flat/Unit,3 Bedrooms,1200
2034,Flat/Unit,4 or more Bedrooms,
2035,Total,Total,775
2035,Total,Bedsitter,350
2035,Total,1 Bedroom,568
2035,Total,Not Specified,750
2035,Total,2 Bedrooms,800
2035,Total,3 Bedrooms,1080
2035,Total,4 or more Bedrooms,1625
2035,House,Total,850
2035,House,Bedsitter,
2035,House,1 Bedroom,
2035,House,Not Specified,750
2035,House,2 Bedrooms,860
2035,House,3 Bedrooms,1100
2035,House,4 or more Bedrooms,1675
2035,Other,Total,350
2035,Other,Bedsitter,
2035,Other,1 Bedroom,
2035,Other,Not Specified,
2035,Other,2 Bedrooms,
2035,Other,3 Bedrooms,
2035,Other,4 or more Bedrooms,
2035,Townhouse,Total,1000
2035,Townhouse,1 Bedroom,
2035,Townhouse,Not Specified,
2035,Townhouse,2 Bedrooms,
2035,Townhouse,3 Bedrooms,960
2035,Townhouse,4 or more Bedrooms,
2035,Flat/Unit,Total,715
2035,Flat/Unit,Bedsitter,
2035,Flat/Unit,1 Bedroom,580
2035,Flat/Unit,Not Specified,695
2035,Flat/Unit,2 Bedrooms,800
2035,Flat/Unit,3 Bedrooms,1050
2035,Flat/Unit,4 or more Bedrooms,
2036,Total,Total,830
2036,Total,Bedsitter,
2036,Total,1 Bedroom,700
2036,Total,Not Specified,800
2036,Total,2 Bedrooms,825
2036,Total,3 Bedrooms,1180
2036,Total,4 or more Bedrooms,1600
2036,House,Total,950
2036,House,Bedsitter,
2036,House,1 Bedroom,
2036,House,Not Specified,830
2036,House,2 Bedrooms,
2036,House,3 Bedrooms,
2036,House,4 or more Bedrooms,1600
2036,Other,Total,
2036,Other,Bedsitter,
2036,Other,1 Bedroom,
2036,Other,Not Specified,
2036,Other,2 Bedrooms,
2036,Other,3 Bedrooms,
2036,Other,4 or more Bedrooms,
2036,Townhouse,Total,
2036,Townhouse,1 Bedroom,
2036,Townhouse,Not Specified,
2036,Townhouse,2 Bedrooms,
2036,Townhouse,3 Bedrooms,
2036,Townhouse,4 or more Bedrooms,
2036,Flat/Unit,Total,800
2036,Flat/Unit,Bedsitter,
2036,Flat/Unit,1 Bedroom,700
2036,Flat/Unit,Not Specified,750
2036,Flat/Unit,2 Bedrooms,830
2036,Flat/Unit,3 Bedrooms,1200
2036,Flat/Unit,4 or more Bedrooms,
2037,Total,Total,750
2037,Total,Bedsitter,400
2037,Total,1 Bedroom,630
2037,Total,Not Specified,800
2037,Total,2 Bedrooms,868
2037,Total,3 Bedrooms,1115
2037,Total,4 or more Bedrooms,1325
2037,House,Total,880
2037,House,Bedsitter,
2037,House,1 Bedroom,550
2037,House,Not Specified,815
2037,House,2 Bedrooms,860
2037,House,3 Bedrooms,1100
2037,House,4 or more Bedrooms,1300
2037,Other,Total,360
2037,Other,Bedsitter,
2037,Other,1 Bedroom,
2037,Other,Not Specified,
2037,Other,2 Bedrooms,
2037,Other,3 Bedrooms,
2037,Other,4 or more Bedrooms,
2037,Townhouse,Total,1175
2037,Townhouse,Bedsitter,
2037,Townhouse,1 Bedroom,
2037,Townhouse,Not Specified,
2037,Townhouse,2 Bedrooms,
2037,Townhouse,3 Bedrooms,1120
2037,Townhouse,4 or more Bedrooms,
2037,Flat/Unit,Total,690
2037,Flat/Unit,Bedsitter,420
2037,Flat/Unit,1 Bedroom,650
2037,Flat/Unit,Not Specified,
2037,Flat/Unit,2 Bedrooms,900
2037,Flat/Unit,3 Bedrooms,
2037,Flat/Unit,4 or more Bedrooms,
2038,Total,Total,720
2038,Total,Bedsitter,
2038,Total,1 Bedroom,420
2038,Total,Not Specified,740
2038,Total,2 Bedrooms,765
2038,Total,3 Bedrooms,1100
2038,Total,4 or more Bedrooms,
2038,House,Total,810
2038,House,Bedsitter,
2038,House,1 Bedroom,
2038,House,Not Specified,750
2038,House,2 Bedrooms,823
2038,House,3 Bedrooms,1100
2038,House,4 or more Bedrooms,
2038,Other,Total,
2038,Other,Bedsitter,
2038,Other,1 Bedroom,
2038,Other,Not Specified,
2038,Other,2 Bedrooms,
2038,Other,3 Bedrooms,
2038,Other,4 or more Bedrooms,
2038,Townhouse,Total,850
2038,Townhouse,Bedsitter,
2038,Townhouse,1 Bedroom,
2038,Townhouse,Not Specified,
2038,Townhouse,2 Bedrooms,
2038,Townhouse,3 Bedrooms,
2038,Townhouse,4 or more Bedrooms,
2038,Flat/Unit,Total,560
2038,Flat/Unit,Bedsitter,
2038,Flat/Unit,1 Bedroom,460
2038,Flat/Unit,Not Specified,
2038,Flat/Unit,2 Bedrooms,750
2038,Flat/Unit,3 Bedrooms,
2038,Flat/Unit,4 or more Bedrooms,
2039,Total,Total,790
2039,Total,Bedsitter,
2039,Total,1 Bedroom,595
2039,Total,Not Specified,750
2039,Total,2 Bedrooms,800
2039,Total,3 Bedrooms,1135
2039,Total,4 or more Bedrooms,
2039,House,Total,800
2039,House,Bedsitter,
2039,House,1 Bedroom,
2039,House,Not Specified,750
2039,House,2 Bedrooms,
2039,House,3 Bedrooms,1118
2039,House,4 or more Bedrooms,
2039,Other,Total,
2039,Other,Bedsitter,
2039,Other,1 Bedroom,
2039,Other,Not Specified,
2039,Other,2 Bedrooms,
2039,Other,3 Bedrooms,
2039,Townhouse,Total,
2039,Townhouse,Bedsitter,
2039,Townhouse,1 Bedroom,
2039,Townhouse,Not Specified,
2039,Townhouse,2 Bedrooms,
2039,Townhouse,3 Bedrooms,
2039,Townhouse,4 or more Bedrooms,
2039,Flat/Unit,Total,670
2039,Flat/Unit,Bedsitter,
2039,Flat/Unit,1 Bedroom,578
2039,Flat/Unit,Not Specified,
2039,Flat/Unit,2 Bedrooms,880
2039,Flat/Unit,3 Bedrooms,
2039,Flat/Unit,4 or more Bedrooms,
2040,Total,Total,780
2040,Total,Bedsitter,
2040,Total,1 Bedroom,520
2040,Total,Not Specified,800
2040,Total,2 Bedrooms,750
2040,Total,3 Bedrooms,950
2040,Total,4 or more Bedrooms,1385
2040,House,Total,850
2040,House,Bedsitter,
2040,House,1 Bedroom,
2040,House,Not Specified,810
2040,House,2 Bedrooms,800
2040,House,3 Bedrooms,970
2040,House,4 or more Bedrooms,1400
2040,Other,Total,
2040,Other,Bedsitter,
2040,Other,1 Bedroom,
2040,Other,Not Specified,
2040,Other,2 Bedrooms,
2040,Other,3 Bedrooms,
2040,Other,4 or more Bedrooms,
2040,Townhouse,Total,825
2040,Townhouse,1 Bedroom,
2040,Townhouse,Not Specified,
2040,Townhouse,2 Bedrooms,775
2040,Townhouse,3 Bedrooms,
2040,Townhouse,4 or more Bedrooms,
2040,Flat/Unit,Total,600
2040,Flat/Unit,Bedsitter,
2040,Flat/Unit,1 Bedroom,540
2040,Flat/Unit,Not Specified,
2040,Flat/Unit,2 Bedrooms,698
2040,Flat/Unit,3 Bedrooms,
2040,Flat/Unit,4 or more Bedrooms,
2041,Total,Total,800
2041,Total,Bedsitter,
2041,Total,1 Bedroom,485
2041,Total,Not Specified,785
2041,Total,2 Bedrooms,800
2041,Total,3 Bedrooms,1350
2041,Total,4 or more Bedrooms,1900
2041,House,Total,880
2041,House,Bedsitter,
2041,House,1 Bedroom,390
2041,House,Not Specified,780
2041,House,2 Bedrooms,855
2041,House,3 Bedrooms,1350
2041,House,4 or more Bedrooms,1875
2041,Other,Total,
2041,Other,Bedsitter,
2041,Other,1 Bedroom,
2041,Other,Not Specified,
2041,Other,2 Bedrooms,
2041,Other,3 Bedrooms,
2041,Other,4 or more Bedrooms,
2041,Townhouse,Total,
2041,Townhouse,1 Bedroom,
2041,Townhouse,Not Specified,
2041,Townhouse,2 Bedrooms,
2041,Townhouse,3 Bedrooms,
2041,Townhouse,4 or more Bedrooms,
2041,Flat/Unit,Total,675
2041,Flat/Unit,Bedsitter,
2041,Flat/Unit,1 Bedroom,495
2041,Flat/Unit,Not Specified,
2041,Flat/Unit,2 Bedrooms,760
2041,Flat/Unit,3 Bedrooms,
2041,Flat/Unit,4 or more Bedrooms,
2042,Total,Total,690
2042,Total,Bedsitter,375
2042,Total,1 Bedroom,470
2042,Total,Not Specified,715
2042,Total,2 Bedrooms,755
2042,Total,3 Bedrooms,1000
2042,Total,4 or more Bedrooms,1500
2042,House,Total,815
2042,House,Bedsitter,
2042,House,1 Bedroom,450
2042,House,Not Specified,740
2042,House,2 Bedrooms,810
2042,House,3 Bedrooms,1050
2042,House,4 or more Bedrooms,1500
2042,Other,Total,430
2042,Other,Bedsitter,
2042,Other,1 Bedroom,
2042,Other,Not Specified,
2042,Other,2 Bedrooms,
2042,Other,3 Bedrooms,
2042,Other,4 or more Bedrooms,
2042,Townhouse,Total,800
2042,Townhouse,Bedsitter,
2042,Townhouse,1 Bedroom,
2042,Townhouse,Not Specified,
2042,Townhouse,2 Bedrooms,
2042,Townhouse,3 Bedrooms,
2042,Townhouse,4 or more Bedrooms,
2042,Flat/Unit,Total,550
2042,Flat/Unit,Bedsitter,383
2042,Flat/Unit,1 Bedroom,480
2042,Flat/Unit,Not Specified,
2042,Flat/Unit,2 Bedrooms,700
2042,Flat/Unit,3 Bedrooms,
2042,Flat/Unit,4 or more Bedrooms,
2043,Total,Total,760
2043,Total,Bedsitter,713
2043,Total,1 Bedroom,650
2043,Total,Not Specified,750
2043,Total,2 Bedrooms,860
2043,Total,3 Bedrooms,1000
2043,Total,4 or more Bedrooms,
2043,House,Total,740
2043,House,Bedsitter,
2043,House,1 Bedroom,670
2043,House,Not Specified,750
2043,House,2 Bedrooms,750
2043,House,3 Bedrooms,970
2043,House,4 or more Bedrooms,
2043,Other,Total,
2043,Other,Bedsitter,
2043,Other,1 Bedroom,
2043,Other,Not Specified,
2043,Other,2 Bedrooms,
2043,Other,3 Bedrooms,
2043,Townhouse,Total,
2043,Townhouse,1 Bedroom,
2043,Townhouse,Not Specified,
2043,Townhouse,2 Bedrooms,
2043,Townhouse,3 Bedrooms,
2043,Townhouse,4 or more Bedrooms,
2043,Flat/Unit,Total,795
2043,Flat/Unit,Bedsitter,710
2043,Flat/Unit,1 Bedroom,650
2043,Flat/Unit,Not Specified,
2043,Flat/Unit,2 Bedrooms,900
2043,Flat/Unit,3 Bedrooms,
2043,Flat/Unit,4 or more Bedrooms,
2044,Total,Total,890
2044,Total,Bedsitter,
2044,Total,1 Bedroom,640
2044,Total,Not Specified,763
2044,Total,2 Bedrooms,890
2044,Total,3 Bedrooms,1100
2044,Total,4 or more Bedrooms,
2044,House,Total,900
2044,House,Bedsitter,
2044,House,1 Bedroom,
2044,House,Not Specified,898
2044,House,2 Bedrooms,900
2044,House,3 Bedrooms,1050
2044,House,4 or more Bedrooms,
2044,Other,Total,
2044,Other,Bedsitter,
2044,Other,1 Bedroom,
2044,Other,Not Specified,
2044,Other,2 Bedrooms,
2044,Other,3 Bedrooms,
2044,Other,4 or more Bedrooms,
2044,Townhouse,Total,
2044,Townhouse,Bedsitter,
2044,Townhouse,1 Bedroom,
2044,Townhouse,Not Specified,
2044,Townhouse,2 Bedrooms,
2044,Townhouse,3 Bedrooms,
2044,Townhouse,4 or more Bedrooms,
2044,Flat/Unit,Total,870
2044,Flat/Unit,Bedsitter,
2044,Flat/Unit,1 Bedroom,635
2044,Flat/Unit,Not Specified,700
2044,Flat/Unit,2 Bedrooms,890
2044,Flat/Unit,3 Bedrooms,
2044,Flat/Unit,4 or more Bedrooms,
2045,Total,Total,900
2045,Total,Bedsitter,
2045,Total,1 Bedroom,
2045,Total,Not Specified,
2045,Total,2 Bedrooms,
2045,Total,3 Bedrooms,1050
2045,Total,4 or more Bedrooms,
2045,House,Total,1100
2045,House,Bedsitter,
2045,House,1 Bedroom,
2045,House,Not Specified,
2045,House,2 Bedrooms,
2045,House,3 Bedrooms,1100
2045,House,4 or more Bedrooms,
2045,Other,Total,
2045,Other,1 Bedroom,
2045,Other,Not Specified,
2045,Other,2 Bedrooms,
2045,Other,3 Bedrooms,
2045,Other,4 or more Bedrooms,
2045,Townhouse,Total,
2045,Townhouse,1 Bedroom,
2045,Townhouse,2 Bedrooms,
2045,Townhouse,3 Bedrooms,
2045,Townhouse,4 or more Bedrooms,
2045,Flat/Unit,Total,495
2045,Flat/Unit,Bedsitter,
2045,Flat/Unit,1 Bedroom,
2045,Flat/Unit,Not Specified,
2045,Flat/Unit,2 Bedrooms,
2045,Flat/Unit,3 Bedrooms,
2045,Flat/Unit,4 or more Bedrooms,
2046,Total,Total,720
2046,Total,Bedsitter,
2046,Total,1 Bedroom,550
2046,Total,Not Specified,735
2046,Total,2 Bedrooms,680
2046,Total,3 Bedrooms,880
2046,Total,4 or more Bedrooms,1400
2046,House,Total,845
2046,House,Bedsitter,
2046,House,1 Bedroom,
2046,House,Not Specified,750
2046,House,2 Bedrooms,695
2046,House,3 Bedrooms,900
2046,House,4 or more Bedrooms,
2046,Other,Total,
2046,Other,Bedsitter,
2046,Other,1 Bedroom,
2046,Other,Not Specified,
2046,Other,2 Bedrooms,
2046,Other,3 Bedrooms,
2046,Other,4 or more Bedrooms,
2046,Townhouse,Total,780
2046,Townhouse,Bedsitter,
2046,Townhouse,1 Bedroom,
2046,Townhouse,Not Specified,
2046,Townhouse,2 Bedrooms,
2046,Townhouse,3 Bedrooms,
2046,Townhouse,4 or more Bedrooms,
2046,Flat/Unit,Total,675
2046,Flat/Unit,Bedsitter,
2046,Flat/Unit,1 Bedroom,550
2046,Flat/Unit,Not Specified,
2046,Flat/Unit,2 Bedrooms,680
2046,Flat/Unit,3 Bedrooms,820
2046,Flat/Unit,4 or more Bedrooms,
2047,Total,Total,750
2047,Total,Bedsitter,
2047,Total,1 Bedroom,570
2047,Total,Not Specified,725
2047,Total,2 Bedrooms,700
2047,Total,3 Bedrooms,950
2047,Total,4 or more Bedrooms,
2047,House,Total,800
2047,House,1 Bedroom,
2047,House,Not Specified,725
2047,House,2 Bedrooms,
2047,House,3 Bedrooms,
2047,House,4 or more Bedrooms,
2047,Other,Total,
2047,Other,Bedsitter,
2047,Other,1 Bedroom,
2047,Other,Not Specified,
2047,Other,2 Bedrooms,
2047,Other,3 Bedrooms,
2047,Other,4 or more Bedrooms,
2047,Townhouse,Total,
2047,Townhouse,Not Specified,
2047,Townhouse,2 Bedrooms,
2047,Townhouse,3 Bedrooms,
2047,Townhouse,4 or more Bedrooms,
2047,Flat/Unit,Total,710
2047,Flat/Unit,Bedsitter,
2047,Flat/Unit,1 Bedroom,570
2047,Flat/Unit,Not Specified,
2047,Flat/Unit,2 Bedrooms,700
2047,Flat/Unit,3 Bedrooms,950
2047,Flat/Unit,4 or more Bedrooms,
2048,Total,Total,600
2048,Total,Bedsitter,
2048,Total,1 Bedroom,388
2048,Total,Not Specified,800
2048,Total,2 Bedrooms,655
2048,Total,3 Bedrooms,1025
2048,Total,4 or more Bedrooms,
2048,House,Total,850
2048,House,Bedsitter,
2048,House,1 Bedroom,
2048,House,Not Specified,810
2048,House,2 Bedrooms,
2048,House,3 Bedrooms,1050
2048,House,4 or more Bedrooms,
2048,Other,Total,345
2048,Other,Bedsitter,
2048,Other,1 Bedroom,
2048,Other,Not Specified,
2048,Other,2 Bedrooms,
2048,Other,3 Bedrooms,
2048,Other,4 or more Bedrooms,
2048,Townhouse,Total,
2048,Townhouse,1 Bedroom,
2048,Townhouse,Not Specified,
2048,Townhouse,2 Bedrooms,
2048,Townhouse,3 Bedrooms,
2048,Townhouse,4 or more Bedrooms,
2048,Flat/Unit,Total,530
2048,Flat/Unit,Bedsitter,
2048,Flat/Unit,1 Bedroom,425
2048,Flat/Unit,Not Specified,
2048,Flat/Unit,2 Bedrooms,620
2048,Flat/Unit,3 Bedrooms,
2048,Flat/Unit,4 or more Bedrooms,
2049,Total,Total,647
2049,Total,Bedsitter,
2049,Total,1 Bedroom,480
2049,Total,Not Specified,645
2049,Total,2 Bedrooms,670
2049,Total,3 Bedrooms,950
2049,Total,4 or more Bedrooms,1200
2049,House,Total,780
2049,House,Bedsitter,
2049,House,1 Bedroom,
2049,House,Not Specified,650
2049,House,2 Bedrooms,750
2049,House,3 Bedrooms,1000
2049,House,4 or more Bedrooms,
2049,Other,Total,625
2049,Other,Bedsitter,
2049,Other,1 Bedroom,
2049,Other,Not Specified,625
2049,Other,2 Bedrooms,
2049,Other,3 Bedrooms,
2049,Other,4 or more Bedrooms,
2049,Townhouse,Total,
2049,Townhouse,Bedsitter,
2049,Townhouse,1 Bedroom,
2049,Townhouse,Not Specified,
2049,Townhouse,2 Bedrooms,
2049,Townhouse,3 Bedrooms,
2049,Townhouse,4 or more Bedrooms,
2049,Flat/Unit,Total,593
2049,Flat/Unit,Bedsitter,
2049,Flat/Unit,1 Bedroom,500
2049,Flat/Unit,Not Specified,
2049,Flat/Unit,2 Bedrooms,650
2049,Flat/Unit,3 Bedrooms,
2049,Flat/Unit,4 or more Bedrooms,
2050,Total,Total,715
2050,Total,Bedsitter,
2050,Total,1 Bedroom,600
2050,Total,Not Specified,715
2050,Total,2 Bedrooms,850
2050,Total,3 Bedrooms,1150
2050,Total,4 or more Bedrooms,
2050,House,Total,800
2050,House,Bedsitter,
2050,House,1 Bedroom,
2050,House,Not Specified,780
2050,House,2 Bedrooms,830
2050,House,3 Bedrooms,
2050,House,4 or more Bedrooms,
2050,Other,Total,515
2050,Other,Bedsitter,
2050,Other,1 Bedroom,361
2050,Other,Not Specified,695
2050,Other,2 Bedrooms,
2050,Other,3 Bedrooms,
2050,Other,4 or more Bedrooms,
2050,Townhouse,Total,
2050,Townhouse,1 Bedroom,
2050,Townhouse,Not Specified,
2050,Townhouse,2 Bedrooms,
2050,Townhouse,3 Bedrooms,
2050,Townhouse,4 or more Bedrooms,
2050,Flat/Unit,Total,715
2050,Flat/Unit,Bedsitter,
2050,Flat/Unit,1 Bedroom,650
2050,Flat/Unit,Not Specified,
2050,Flat/Unit,2 Bedrooms,870
2050,Flat/Unit,3 Bedrooms,
2050,Flat/Unit,4 or more Bedrooms,
2059,Total,Total,
2059,Total,1 Bedroom,
2059,Flat/Unit,Total,
2059,Flat/Unit,1 Bedroom,
2060,Total,Total,700
2060,Total,Bedsitter,463
2060,Total,1 Bedroom,600
2060,Total,Not Specified,730
2060,Total,2 Bedrooms,850
2060,Total,3 Bedrooms,1350
2060,Total,4 or more Bedrooms,
2060,House,Total,750
2060,House,Bedsitter,
2060,House,1 Bedroom,
2060,House,Not Specified,750
2060,House,2 Bedrooms,
2060,House,3 Bedrooms,
2060,House,4 or more Bedrooms,
2060,Other,Total,
2060,Other,Bedsitter,
2060,Other,1 Bedroom,
2060,Other,Not Specified,
2060,Other,2 Bedrooms,
2060,Other,3 Bedrooms,
2060,Other,4 or more Bedrooms,
2060,Townhouse,Total,
2060,Townhouse,1 Bedroom,
2060,Townhouse,Not Specified,
2060,Townhouse,2 Bedrooms,
2060,Townhouse,3 Bedrooms,
2060,Townhouse,4 or more Bedrooms,
2060,Flat/Unit,Total,675
2060,Flat/Unit,Bedsitter,478
2060,Flat/Unit,1 Bedroom,600
2060,Flat/Unit,Not Specified,650
2060,Flat/Unit,2 Bedrooms,850
2060,Flat/Unit,3 Bedrooms,1300
2060,Flat/Unit,4 or more Bedrooms,
2061,Total,Total,750
2061,Total,Bedsitter,
2061,Total,1 Bedroom,680
2061,Total,Not Specified,750
2061,Total,2 Bedrooms,1000
2061,Total,3 Bedrooms,
2061,Total,4 or more Bedrooms,
2061,House,Total,750
2061,House,Bedsitter,
2061,House,1 Bedroom,
2061,House,Not Specified,755
2061,House,2 Bedrooms,
2061,House,3 Bedrooms,
2061,House,4 or more Bedrooms,
2061,Other,Total,
2061,Other,Bedsitter,
2061,Other,1 Bedroom,
2061,Other,Not Specified,
2061,Other,2 Bedrooms,
2061,Other,3 Bedrooms,
2061,Other,4 or more Bedrooms,
2061,Townhouse,Total,
2061,Townhouse,1 Bedroom,
2061,Townhouse,Not Specified,
2061,Townhouse,2 Bedrooms,
2061,Townhouse,3 Bedrooms,
2061,Townhouse,4 or more Bedrooms,
2061,Flat/Unit,Total,745
2061,Flat/Unit,Bedsitter,
2061,Flat/Unit,1 Bedroom,680
2061,Flat/Unit,Not Specified,
2061,Flat/Unit,2 Bedrooms,1000
2061,Flat/Unit,3 Bedrooms,
2061,Flat/Unit,4 or more Bedrooms,
2062,Total,Total,680
2062,Total,Bedsitter,
2062,Total,1 Bedroom,510
2062,Total,Not Specified,680
2062,Total,2 Bedrooms,698
2062,Total,3 Bedrooms,970
2062,Total,4 or more Bedrooms,
2062,House,Total,690
2062,House,Bedsitter,
2062,House,1 Bedroom,
2062,House,Not Specified,680
2062,House,2 Bedrooms,
2062,House,3 Bedrooms,
2062,House,4 or more Bedrooms,
2062,Other,Total,
2062,Other,Bedsitter,
2062,Other,1 Bedroom,
2062,Other,Not Specified,
2062,Other,2 Bedrooms,
2062,Other,3 Bedrooms,
2062,Other,4 or more Bedrooms,
2062,Townhouse,Total,
2062,Townhouse,1 Bedroom,
2062,Townhouse,Not Specified,
2062,Townhouse,2 Bedrooms,
2062,Townhouse,3 Bedrooms,
2062,Townhouse,4 or more Bedrooms,
2062,Flat/Unit,Total,650
2062,Flat/Unit,Bedsitter,
2062,Flat/Unit,1 Bedroom,535
2062,Flat/Unit,Not Specified,
2062,Flat/Unit,2 Bedrooms,698
2062,Flat/Unit,3 Bedrooms,
2063,Total,Total,940
2063,Total,Bedsitter,
2063,Total,1 Bedroom,
2063,Total,Not Specified,1250
2063,Total,2 Bedrooms,
2063,Total,3 Bedrooms,
2063,Total,4 or more Bedrooms,
2063,House,Total,1495
2063,House,1 Bedroom,
2063,House,Not Specified,1250
2063,House,2 Bedrooms,
2063,House,3 Bedrooms,
2063,House,4 or more Bedrooms,
2063,Other,Total,
2063,Other,1 Bedroom,
2063,Other,Not Specified,
2063,Other,3 Bedrooms,
2063,Other,4 or more Bedrooms,
2063,Townhouse,Total,
2063,Townhouse,1 Bedroom,
2063,Townhouse,2 Bedrooms,
2063,Townhouse,3 Bedrooms,
2063,Townhouse,4 or more Bedrooms,
2063,Flat/Unit,Total,718
2063,Flat/Unit,Bedsitter,
2063,Flat/Unit,1 Bedroom,
2063,Flat/Unit,Not Specified,
2063,Flat/Unit,2 Bedrooms,
2063,Flat/Unit,3 Bedrooms,
2063,Flat/Unit,4 or more Bedrooms,
2064,Total,Total,650
2064,Total,Bedsitter,
2064,Total,1 Bedroom,550
2064,Total,Not Specified,680
2064,Total,2 Bedrooms,650
2064,Total,3 Bedrooms,900
2064,Total,4 or more Bedrooms,
2064,House,Total,695
2064,House,Bedsitter,
2064,House,1 Bedroom,
2064,House,Not Specified,688
2064,House,2 Bedrooms,
2064,House,3 Bedrooms,
2064,House,4 or more Bedrooms,
2064,Other,Total,
2064,Other,Bedsitter,
2064,Other,1 Bedroom,
2064,Other,Not Specified,
2064,Other,2 Bedrooms,
2064,Other,3 Bedrooms,
2064,Other,4 or more Bedrooms,
2064,Townhouse,Total,
2064,Townhouse,Not Specified,
2064,Townhouse,2 Bedrooms,
2064,Townhouse,3 Bedrooms,
2064,Townhouse,4 or more Bedrooms,
2064,Flat/Unit,Total,650
2064,Flat/Unit,Bedsitter,
2064,Flat/Unit,1 Bedroom,550
2064,Flat/Unit,Not Specified,
2064,Flat/Unit,2 Bedrooms,650
2064,Flat/Unit,3 Bedrooms,
2064,Flat/Unit,4 or more Bedrooms,
2065,Total,Total,800
2065,Total,Bedsitter,528
2065,Total,1 Bedroom,650
2065,Total,Not Specified,720
2065,Total,2 Bedrooms,1000
2065,Total,3 Bedrooms,1193
2065,Total,4 or more Bedrooms,1670
2065,House,Total,750
2065,House,Bedsitter,
2065,House,1 Bedroom,600
2065,House,Not Specified,720
2065,House,2 Bedrooms,820
2065,House,3 Bedrooms,1225
2065,House,4 or more Bedrooms,
2065,Other,Total,800
2065,Other,Bedsitter,
2065,Other,1 Bedroom,
2065,Other,Not Specified,
2065,Other,2 Bedrooms,
2065,Other,3 Bedrooms,
2065,Other,4 or more Bedrooms,
2065,Townhouse,Total,1050
2065,Townhouse,1 Bedroom,
2065,Townhouse,Not Specified,
2065,Townhouse,2 Bedrooms,
2065,Townhouse,3 Bedrooms,1098
2065,Townhouse,4 or more Bedrooms,
2065,Flat/Unit,Total,800
2065,Flat/Unit,Bedsitter,545
2065,Flat/Unit,1 Bedroom,650
2065,Flat/Unit,Not Specified,700
2065,Flat/Unit,2 Bedrooms,1000
